ID_Importacion;Fecha_Lista;Nota;Estado
45878884-UX100;2024-09-16;8;Aprobado
30117903-DEV101;2024-09-17;2;Desaprobado
33506985-GEN101;2024-09-17;8;Aprobado
33696189-GEN101;2024-09-17;1;Desaprobado
35961291-NEG400;2024-09-17;1;Desaprobado
40583085-DAT201;2024-09-17;7;Aprobado
42555362-DAT101;2024-09-17;4;Aprobado
43771658-DEV101;2024-09-17;1;Desaprobado
31695622-NEG400;2024-09-18;1;Desaprobado
32151606-IA300;2024-09-18;5;Aprobado
34081471-NEG400;2024-09-18;3;Desaprobado
35906862-NEG400;2024-09-18;2;Desaprobado
35915416-DAT101;2024-09-18;3;Desaprobado
36847519-DAT101;2024-09-18;3;Desaprobado
38353339-DAT101;2024-09-18;2;Desaprobado
40701939-IA300;2024-09-18;5;Aprobado
42740444-DEV101;2024-09-18;5;Aprobado
45844538-MKT200;2024-09-18;2;Desaprobado
30609077-GEN101;2024-09-19;4;Aprobado
30763126-DAT201;2024-09-19;4;Aprobado
35449166-NEG400;2024-09-19;3;Desaprobado
40421216-DAT101;2024-09-19;7;Aprobado
40422549-MKT200;2024-09-19;3;Desaprobado
41788868-DAT201;2024-09-19;5;Aprobado
43810640-MKT200;2024-09-19;2;Desaprobado
31366271-IA300;2024-09-20;7;Aprobado
33567445-NEG400;2024-09-20;9;Aprobado
33878037-IA300;2024-09-20;2;Desaprobado
34485777-GEN101;2024-09-20;7;Aprobado
37083223-IA300;2024-09-20;5;Aprobado
38567788-UX100;2024-09-20;5;Aprobado
39749714-MKT200;2024-09-20;6;Aprobado
41258011-DAT101;2024-09-20;5;Aprobado
41437572-GEN101;2024-09-20;4;Aprobado
45427332-MKT200;2024-09-20;9;Aprobado
45544327-DAT101;2024-09-20;1;Desaprobado
31704019-UX100;2024-09-21;4;Aprobado
39571770-GEN101;2024-09-21;7;Aprobado
41594052-MKT200;2024-09-21;10;Aprobado
43625205-GEN101;2024-09-21;3;Desaprobado
43727225-UX100;2024-09-21;6;Aprobado
43978117-MKT200;2024-09-21;5;Aprobado
44502106-UX100;2024-09-21;5;Aprobado
44617524-GEN101;2024-09-21;3;Desaprobado
33081027-DAT201;2024-09-22;6;Aprobado
36514666-DAT101;2024-09-22;5;Aprobado
38717375-IA300;2024-09-22;1;Desaprobado
40764881-IA300;2024-09-22;3;Desaprobado
41003214-NEG400;2024-09-22;10;Aprobado
41402719-DAT101;2024-09-22;2;Desaprobado
41664468-UX100;2024-09-22;7;Aprobado
45303367-MKT200;2024-09-22;6;Aprobado
45666370-UX100;2024-09-22;7;Aprobado
30642032-MKT200;2024-09-23;4;Aprobado
30966401-UX100;2024-09-23;9;Aprobado
32697331-NEG400;2024-09-23;8;Aprobado
33506985-GEN101;2024-09-23;7;Aprobado
33883514-MKT200;2024-09-23;5;Aprobado
34452113-DAT101;2024-09-23;7;Aprobado
35517472-IA300;2024-09-23;2;Desaprobado
35854507-DAT101;2024-09-23;7;Aprobado
38072230-UX100;2024-09-23;9;Aprobado
40421216-DEV101;2024-09-23;4;Aprobado
41726756-NEG400;2024-09-23;10;Aprobado
41788868-GEN101;2024-09-23;6;Aprobado
44513749-DAT201;2024-09-23;9;Aprobado
45170433-IA300;2024-09-23;5;Aprobado
45341622-NEG400;2024-09-23;6;Aprobado
43777501-IA300;2024-09-24;2;Desaprobado
45850941-NEG400;2024-09-24;6;Aprobado
32096884-DEV101;2024-09-25;4;Aprobado
32830740-IA300;2024-09-25;4;Aprobado
33158030-MKT200;2024-09-25;4;Aprobado
35409911-UX100;2024-09-25;10;Aprobado
36163868-DAT101;2024-09-25;6;Aprobado
40214433-GEN101;2024-09-25;8;Aprobado
41252196-MKT200;2024-09-25;6;Aprobado
41332008-DAT101;2024-09-25;6;Aprobado
43978117-MKT200;2024-09-25;10;Aprobado
44513749-DAT201;2024-09-25;1;Desaprobado
44946319-MKT200;2024-09-25;9;Aprobado
31071888-IA300;2024-09-26;6;Aprobado
34452113-NEG400;2024-09-26;5;Aprobado
35409911-NEG400;2024-09-26;1;Desaprobado
35792864-DAT201;2024-09-26;4;Aprobado
35904105-DEV101;2024-09-26;7;Aprobado
36161620-DAT201;2024-09-26;10;Aprobado
37149339-UX100;2024-09-26;5;Aprobado
37239130-UX100;2024-09-26;2;Desaprobado
39696052-DEV101;2024-09-26;2;Desaprobado
41240321-GEN101;2024-09-26;2;Desaprobado
31562479-MKT200;2024-09-27;4;Aprobado
33423546-DAT201;2024-09-27;5;Aprobado
35944501-UX100;2024-09-27;1;Desaprobado
37332897-DAT201;2024-09-27;10;Aprobado
38657054-DEV101;2024-09-27;9;Aprobado
40764881-MKT200;2024-09-27;10;Aprobado
33293475-DAT101;2024-09-28;9;Aprobado
34850065-DEV101;2024-09-28;8;Aprobado
35891432-DEV101;2024-09-28;7;Aprobado
35953678-MKT200;2024-09-28;10;Aprobado
42706367-DEV101;2024-09-28;5;Aprobado
44228213-DAT101;2024-09-28;7;Aprobado
31262811-MKT200;2024-09-29;3;Desaprobado
31500794-UX100;2024-09-29;6;Aprobado
33488611-DEV101;2024-09-29;6;Aprobado
33822169-GEN101;2024-09-29;2;Desaprobado
38282799-UX100;2024-09-29;4;Aprobado
38406894-UX100;2024-09-29;2;Desaprobado
41092656-GEN101;2024-09-29;8;Aprobado
44492899-DEV101;2024-09-29;3;Desaprobado
45685363-UX100;2024-09-29;8;Aprobado
30506093-NEG400;2024-09-30;2;Desaprobado
31305554-IA300;2024-09-30;7;Aprobado
31668253-DEV101;2024-09-30;4;Aprobado
31800702-GEN101;2024-09-30;1;Desaprobado
32284080-DAT101;2024-09-30;2;Desaprobado
33212131-DEV101;2024-09-30;7;Aprobado
35690393-DAT101;2024-09-30;6;Aprobado
35718936-MKT200;2024-09-30;1;Desaprobado
40980648-DAT101;2024-09-30;8;Aprobado
43970719-DAT101;2024-09-30;4;Aprobado
31379964-IA300;2024-10-01;5;Aprobado
32152121-UX100;2024-10-01;7;Aprobado
32486624-GEN101;2024-10-01;6;Aprobado
36702199-GEN101;2024-10-01;8;Aprobado
38325772-IA300;2024-10-01;10;Aprobado
38519723-NEG400;2024-10-01;1;Desaprobado
41109574-MKT200;2024-10-01;7;Aprobado
41886872-NEG400;2024-10-01;3;Desaprobado
42677307-DAT201;2024-10-01;9;Aprobado
32369229-MKT200;2024-10-02;2;Desaprobado
34839561-MKT200;2024-10-02;10;Aprobado
35449166-DAT201;2024-10-02;8;Aprobado
36867908-NEG400;2024-10-02;10;Aprobado
36906085-MKT200;2024-10-02;1;Desaprobado
37665322-UX100;2024-10-02;3;Desaprobado
37749075-NEG400;2024-10-02;3;Desaprobado
39386440-UX100;2024-10-02;2;Desaprobado
40306605-DAT201;2024-10-02;7;Aprobado
41077276-NEG400;2024-10-02;10;Aprobado
41212075-UX100;2024-10-02;2;Desaprobado
41511282-DAT201;2024-10-02;4;Aprobado
41664468-MKT200;2024-10-02;8;Aprobado
44419194-NEG400;2024-10-02;2;Desaprobado
45788790-DAT101;2024-10-02;3;Desaprobado
31162466-DAT101;2024-10-03;7;Aprobado
32151606-UX100;2024-10-03;10;Aprobado
33665133-GEN101;2024-10-03;4;Aprobado
34998039-NEG400;2024-10-03;8;Aprobado
35552454-DAT101;2024-10-03;1;Desaprobado
39038900-UX100;2024-10-03;4;Aprobado
43447193-MKT200;2024-10-03;9;Aprobado
44898507-DAT101;2024-10-03;4;Aprobado
45941376-UX100;2024-10-03;3;Desaprobado
32099618-GEN101;2024-10-04;5;Aprobado
33883514-IA300;2024-10-04;7;Aprobado
37216255-MKT200;2024-10-04;8;Aprobado
38446695-UX100;2024-10-04;9;Aprobado
40988877-DEV101;2024-10-04;1;Desaprobado
45256650-UX100;2024-10-04;2;Desaprobado
34209869-DEV101;2024-10-05;10;Aprobado
34218122-UX100;2024-10-05;7;Aprobado
35810239-DAT101;2024-10-05;10;Aprobado
37550168-DAT201;2024-10-05;8;Aprobado
40603350-NEG400;2024-10-05;5;Aprobado
31356012-UX100;2024-10-06;8;Aprobado
32578687-MKT200;2024-10-06;8;Aprobado
34731502-DEV101;2024-10-06;3;Desaprobado
35297114-DAT201;2024-10-06;1;Desaprobado
40578248-IA300;2024-10-06;1;Desaprobado
44289991-GEN101;2024-10-06;9;Aprobado
45417967-GEN101;2024-10-06;1;Desaprobado
31636346-NEG400;2024-10-07;3;Desaprobado
40358012-UX100;2024-10-07;4;Aprobado
42727516-UX100;2024-10-07;5;Aprobado
42740444-DEV101;2024-10-07;7;Aprobado
45320934-NEG400;2024-10-07;8;Aprobado
45609644-DAT201;2024-10-07;7;Aprobado
45878884-UX100;2024-10-07;6;Aprobado
32659067-NEG400;2024-10-08;4;Aprobado
33555444-MKT200;2024-10-08;5;Aprobado
36279807-MKT200;2024-10-08;8;Aprobado
37054065-NEG400;2024-10-08;3;Desaprobado
37179608-DAT201;2024-10-08;8;Aprobado
37607894-UX100;2024-10-08;4;Aprobado
39839138-MKT200;2024-10-08;6;Aprobado
32033807-MKT200;2024-10-09;2;Desaprobado
33037423-DEV101;2024-10-09;7;Aprobado
33247205-NEG400;2024-10-09;6;Aprobado
36794996-NEG400;2024-10-09;8;Aprobado
37531532-NEG400;2024-10-09;3;Desaprobado
40727710-GEN101;2024-10-09;4;Aprobado
30398761-DAT101;2024-10-10;3;Desaprobado
32349994-IA300;2024-10-10;7;Aprobado
33693959-DEV101;2024-10-10;1;Desaprobado
37223015-DAT201;2024-10-10;8;Aprobado
37268989-NEG400;2024-10-10;5;Aprobado
37564736-GEN101;2024-10-10;9;Aprobado
37597528-MKT200;2024-10-10;4;Aprobado
39264124-DAT101;2024-10-10;5;Aprobado
39822223-MKT200;2024-10-10;7;Aprobado
43767499-IA300;2024-10-10;1;Desaprobado
45926308-IA300;2024-10-10;1;Desaprobado
32901887-DAT201;2024-10-11;9;Aprobado
34759191-MKT200;2024-10-11;2;Desaprobado
34761805-DEV101;2024-10-11;7;Aprobado
41511282-DAT201;2024-10-11;5;Aprobado
44492899-NEG400;2024-10-11;4;Aprobado
44870664-DAT201;2024-10-11;1;Desaprobado
44927685-DEV101;2024-10-11;2;Desaprobado
31404097-DAT101;2024-10-12;6;Aprobado
33109769-DAT201;2024-10-12;10;Aprobado
35668496-GEN101;2024-10-12;7;Aprobado
38600036-MKT200;2024-10-12;3;Desaprobado
40579606-DAT101;2024-10-12;3;Desaprobado
42799422-GEN101;2024-10-12;2;Desaprobado
42826422-NEG400;2024-10-12;6;Aprobado
43093166-UX100;2024-10-12;6;Aprobado
43727225-GEN101;2024-10-12;9;Aprobado
44554723-GEN101;2024-10-12;10;Aprobado
44698429-DAT201;2024-10-12;10;Aprobado
32486624-UX100;2024-10-13;4;Aprobado
32785292-MKT200;2024-10-13;1;Desaprobado
32794495-NEG400;2024-10-13;9;Aprobado
33898883-IA300;2024-10-13;2;Desaprobado
40069107-DAT201;2024-10-13;7;Aprobado
42242735-DEV101;2024-10-13;3;Desaprobado
43726508-DAT101;2024-10-13;9;Aprobado
44113409-DAT201;2024-10-13;10;Aprobado
31399534-GEN101;2024-10-14;8;Aprobado
31442827-DEV101;2024-10-14;7;Aprobado
32443281-DEV101;2024-10-14;8;Aprobado
33247205-DEV101;2024-10-14;3;Desaprobado
34529542-NEG400;2024-10-14;10;Aprobado
35023742-DAT101;2024-10-14;7;Aprobado
35854507-DAT201;2024-10-14;3;Desaprobado
36470833-GEN101;2024-10-14;4;Aprobado
37239130-DAT101;2024-10-14;6;Aprobado
38526500-MKT200;2024-10-14;6;Aprobado
40993683-DAT201;2024-10-14;9;Aprobado
44831598-UX100;2024-10-14;7;Aprobado
31544603-NEG400;2024-10-15;10;Aprobado
31800702-DAT101;2024-10-15;6;Aprobado
34471842-GEN101;2024-10-15;2;Desaprobado
34801591-MKT200;2024-10-15;7;Aprobado
36847519-MKT200;2024-10-15;6;Aprobado
37244102-NEG400;2024-10-15;4;Aprobado
38388641-IA300;2024-10-15;3;Desaprobado
39684246-GEN101;2024-10-15;9;Aprobado
41235752-UX100;2024-10-15;10;Aprobado
45116252-DAT201;2024-10-15;3;Desaprobado
34146531-UX100;2024-10-16;6;Aprobado
34724187-DAT101;2024-10-16;1;Desaprobado
36489803-IA300;2024-10-16;1;Desaprobado
39734889-DAT101;2024-10-16;6;Aprobado
34457031-GEN101;2024-10-17;6;Aprobado
35023742-DEV101;2024-10-17;10;Aprobado
36456678-UX100;2024-10-17;8;Aprobado
36746458-DAT101;2024-10-17;2;Desaprobado
38290123-DAT101;2024-10-17;7;Aprobado
39579403-DAT101;2024-10-17;6;Aprobado
43773004-DEV101;2024-10-17;6;Aprobado
43799230-UX100;2024-10-17;6;Aprobado
45688788-GEN101;2024-10-17;3;Desaprobado
31087473-IA300;2024-10-18;6;Aprobado
33081027-DAT101;2024-10-18;5;Aprobado
36161620-GEN101;2024-10-18;8;Aprobado
37564736-NEG400;2024-10-18;9;Aprobado
37706458-DAT101;2024-10-18;1;Desaprobado
37795993-GEN101;2024-10-18;1;Desaprobado
42242735-NEG400;2024-10-18;5;Aprobado
42473169-GEN101;2024-10-18;4;Aprobado
42622519-UX100;2024-10-18;7;Aprobado
43733466-GEN101;2024-10-18;9;Aprobado
44927685-UX100;2024-10-18;6;Aprobado
30682265-DEV101;2024-10-19;4;Aprobado
31453197-GEN101;2024-10-19;3;Desaprobado
31692100-MKT200;2024-10-19;4;Aprobado
32120170-GEN101;2024-10-19;6;Aprobado
38370600-UX100;2024-10-19;5;Aprobado
41330737-DAT201;2024-10-19;6;Aprobado
41473248-MKT200;2024-10-19;9;Aprobado
42760731-IA300;2024-10-19;5;Aprobado
43542005-GEN101;2024-10-19;1;Desaprobado
32487000-DAT201;2024-10-20;6;Aprobado
34363040-DAT201;2024-10-20;10;Aprobado
34657279-MKT200;2024-10-20;5;Aprobado
35589315-IA300;2024-10-20;1;Desaprobado
37272214-DAT101;2024-10-20;3;Desaprobado
37376900-GEN101;2024-10-20;2;Desaprobado
41564993-DAT201;2024-10-20;10;Aprobado
43023911-DAT101;2024-10-20;7;Aprobado
31356012-MKT200;2024-10-21;1;Desaprobado
31438742-IA300;2024-10-21;2;Desaprobado
32556008-GEN101;2024-10-21;3;Desaprobado
32864447-DEV101;2024-10-21;10;Aprobado
34617592-DAT101;2024-10-21;6;Aprobado
34731502-DAT101;2024-10-21;4;Aprobado
34761805-DAT201;2024-10-21;3;Desaprobado
36016561-MKT200;2024-10-21;7;Aprobado
37216255-MKT200;2024-10-21;7;Aprobado
38485886-DAT201;2024-10-21;10;Aprobado
40391525-DAT101;2024-10-21;2;Desaprobado
41765198-MKT200;2024-10-21;6;Aprobado
42266843-IA300;2024-10-21;6;Aprobado
42936217-UX100;2024-10-21;1;Desaprobado
44910143-UX100;2024-10-21;5;Aprobado
45417967-MKT200;2024-10-21;1;Desaprobado
31087473-IA300;2024-10-22;1;Desaprobado
35915007-UX100;2024-10-22;6;Aprobado
36839899-DAT201;2024-10-22;8;Aprobado
37032603-IA300;2024-10-22;2;Desaprobado
37495057-DAT101;2024-10-22;2;Desaprobado
38832034-GEN101;2024-10-22;1;Desaprobado
39038900-UX100;2024-10-22;5;Aprobado
39910307-DAT101;2024-10-22;1;Desaprobado
41944353-IA300;2024-10-22;8;Aprobado
43990468-IA300;2024-10-22;5;Aprobado
45348552-DAT101;2024-10-22;4;Aprobado
45746270-NEG400;2024-10-22;6;Aprobado
31581376-DEV101;2024-10-23;1;Desaprobado
32349994-GEN101;2024-10-23;7;Aprobado
32811654-MKT200;2024-10-23;6;Aprobado
33730130-NEG400;2024-10-23;10;Aprobado
34759191-DEV101;2024-10-23;5;Aprobado
35961291-DEV101;2024-10-23;8;Aprobado
36456678-DEV101;2024-10-23;10;Aprobado
37663002-DEV101;2024-10-23;5;Aprobado
40965886-DAT101;2024-10-23;6;Aprobado
41289623-UX100;2024-10-23;7;Aprobado
41453617-DAT201;2024-10-23;6;Aprobado
41941216-IA300;2024-10-23;4;Aprobado
31599603-GEN101;2024-10-24;9;Aprobado
32443281-DEV101;2024-10-24;6;Aprobado
34250668-MKT200;2024-10-24;6;Aprobado
38443830-IA300;2024-10-24;8;Aprobado
41702335-MKT200;2024-10-24;6;Aprobado
44900640-NEG400;2024-10-24;2;Desaprobado
32152121-UX100;2024-10-25;5;Aprobado
37478367-MKT200;2024-10-25;9;Aprobado
37856329-GEN101;2024-10-25;7;Aprobado
38388641-DAT201;2024-10-25;6;Aprobado
38600036-MKT200;2024-10-25;10;Aprobado
39110609-GEN101;2024-10-25;6;Aprobado
39910307-UX100;2024-10-25;5;Aprobado
42622519-IA300;2024-10-25;5;Aprobado
44067426-NEG400;2024-10-25;2;Desaprobado
31770202-DAT101;2024-10-26;8;Aprobado
31922848-GEN101;2024-10-26;3;Desaprobado
32855448-NEG400;2024-10-26;8;Aprobado
35824110-NEG400;2024-10-26;4;Aprobado
35915600-GEN101;2024-10-26;5;Aprobado
38082801-MKT200;2024-10-26;7;Aprobado
42124538-MKT200;2024-10-26;8;Aprobado
42740444-DAT201;2024-10-26;4;Aprobado
44441151-MKT200;2024-10-26;6;Aprobado
45383156-UX100;2024-10-26;8;Aprobado
45419935-IA300;2024-10-26;5;Aprobado
35668496-IA300;2024-10-27;5;Aprobado
37179608-DAT201;2024-10-27;4;Aprobado
41607939-DEV101;2024-10-27;6;Aprobado
42613265-GEN101;2024-10-27;8;Aprobado
30808302-GEN101;2024-10-28;5;Aprobado
33212131-MKT200;2024-10-28;5;Aprobado
38223982-GEN101;2024-10-28;7;Aprobado
41126806-GEN101;2024-10-28;10;Aprobado
41453617-NEG400;2024-10-28;6;Aprobado
42789411-IA300;2024-10-28;7;Aprobado
44370456-NEG400;2024-10-28;2;Desaprobado
33567445-GEN101;2024-10-29;8;Aprobado
35569822-DAT201;2024-10-29;3;Desaprobado
39353079-UX100;2024-10-29;5;Aprobado
41291663-DAT201;2024-10-29;3;Desaprobado
42305779-GEN101;2024-10-29;3;Desaprobado
33601032-NEG400;2024-10-30;5;Aprobado
34543225-IA300;2024-10-30;8;Aprobado
35975020-MKT200;2024-10-30;10;Aprobado
38290265-NEG400;2024-10-30;10;Aprobado
41886872-DAT101;2024-10-30;5;Aprobado
42321650-DAT101;2024-10-30;10;Aprobado
42419781-NEG400;2024-10-30;6;Aprobado
43947996-DAT101;2024-10-30;1;Desaprobado
44506499-IA300;2024-10-30;7;Aprobado
45147679-MKT200;2024-10-30;5;Aprobado
45908118-GEN101;2024-10-30;6;Aprobado
39749714-IA300;2024-10-31;4;Aprobado
41134242-GEN101;2024-10-31;1;Desaprobado
43777501-GEN101;2024-10-31;7;Aprobado
44765173-GEN101;2024-10-31;5;Aprobado
36377876-NEG400;2024-11-01;2;Desaprobado
36501353-MKT200;2024-11-01;8;Aprobado
36948146-GEN101;2024-11-01;2;Desaprobado
38567788-DEV101;2024-11-01;1;Desaprobado
39260956-NEG400;2024-11-01;9;Aprobado
42677307-DEV101;2024-11-01;7;Aprobado
43010564-IA300;2024-11-01;2;Desaprobado
45594124-DAT201;2024-11-01;8;Aprobado
45685363-DAT201;2024-11-01;2;Desaprobado
30716676-NEG400;2024-11-02;8;Aprobado
35031297-NEG400;2024-11-02;4;Aprobado
42706367-DAT201;2024-11-02;1;Desaprobado
44289991-NEG400;2024-11-02;4;Aprobado
30808302-MKT200;2024-11-03;9;Aprobado
31178906-GEN101;2024-11-03;9;Aprobado
36031653-IA300;2024-11-03;5;Aprobado
36867908-GEN101;2024-11-03;2;Desaprobado
39605597-DEV101;2024-11-03;2;Desaprobado
41728313-GEN101;2024-11-03;9;Aprobado
43062304-DEV101;2024-11-03;1;Desaprobado
30413264-UX100;2024-11-04;7;Aprobado
31263287-IA300;2024-11-04;6;Aprobado
34636803-DAT201;2024-11-04;1;Desaprobado
41291663-DAT201;2024-11-04;5;Aprobado
45365573-IA300;2024-11-04;3;Desaprobado
32416248-MKT200;2024-11-05;9;Aprobado
33460388-GEN101;2024-11-05;6;Aprobado
33693770-UX100;2024-11-05;6;Aprobado
34446593-GEN101;2024-11-05;2;Desaprobado
34572098-GEN101;2024-11-05;2;Desaprobado
43243328-DAT101;2024-11-05;3;Desaprobado
43948943-MKT200;2024-11-05;8;Aprobado
30300658-IA300;2024-11-06;9;Aprobado
32180590-DAT101;2024-11-06;10;Aprobado
37222211-UX100;2024-11-06;2;Desaprobado
38866674-GEN101;2024-11-06;6;Aprobado
39515864-IA300;2024-11-06;4;Aprobado
42974553-UX100;2024-11-06;8;Aprobado
43362081-NEG400;2024-11-06;6;Aprobado
45128829-MKT200;2024-11-06;6;Aprobado
45303367-DEV101;2024-11-06;4;Aprobado
45426738-DAT201;2024-11-06;4;Aprobado
30413264-DAT101;2024-11-07;6;Aprobado
31178906-DEV101;2024-11-07;8;Aprobado
31554768-DAT201;2024-11-07;2;Desaprobado
32556008-DAT101;2024-11-07;3;Desaprobado
35023742-DAT101;2024-11-07;5;Aprobado
35409911-DEV101;2024-11-07;5;Aprobado
35471829-DEV101;2024-11-07;6;Aprobado
36907787-NEG400;2024-11-07;3;Desaprobado
37513790-IA300;2024-11-07;8;Aprobado
39451059-NEG400;2024-11-07;3;Desaprobado
41003214-DAT101;2024-11-07;2;Desaprobado
41938150-UX100;2024-11-07;2;Desaprobado
43710760-DAT201;2024-11-07;2;Desaprobado
43914297-DAT201;2024-11-07;7;Aprobado
30126752-DAT201;2024-11-08;8;Aprobado
31356012-MKT200;2024-11-08;1;Desaprobado
31636346-GEN101;2024-11-08;2;Desaprobado
36187665-IA300;2024-11-08;2;Desaprobado
38314294-IA300;2024-11-08;8;Aprobado
45055136-MKT200;2024-11-08;10;Aprobado
30619113-NEG400;2024-11-09;7;Aprobado
30757580-NEG400;2024-11-09;10;Aprobado
30894734-NEG400;2024-11-09;7;Aprobado
36161620-DAT201;2024-11-09;2;Desaprobado
36725023-DEV101;2024-11-09;8;Aprobado
37026116-GEN101;2024-11-09;9;Aprobado
38282799-GEN101;2024-11-09;3;Desaprobado
43554211-UX100;2024-11-09;6;Aprobado
44654200-DAT201;2024-11-09;10;Aprobado
44927685-MKT200;2024-11-09;6;Aprobado
45303367-NEG400;2024-11-09;4;Aprobado
45801274-MKT200;2024-11-09;10;Aprobado
45840080-GEN101;2024-11-09;2;Desaprobado
34343777-NEG400;2024-11-10;4;Aprobado
40105729-MKT200;2024-11-10;3;Desaprobado
43904609-DAT101;2024-11-10;6;Aprobado
44456279-IA300;2024-11-10;9;Aprobado
31263287-IA300;2024-11-11;7;Aprobado
31271467-MKT200;2024-11-11;5;Aprobado
32480053-DAT201;2024-11-11;1;Desaprobado
35589315-UX100;2024-11-11;7;Aprobado
37564736-MKT200;2024-11-11;9;Aprobado
41570701-IA300;2024-11-11;2;Desaprobado
42253635-UX100;2024-11-11;9;Aprobado
32028899-DEV101;2024-11-12;4;Aprobado
32096884-DAT201;2024-11-12;9;Aprobado
34998039-NEG400;2024-11-12;4;Aprobado
36906085-DEV101;2024-11-12;9;Aprobado
39921380-DAT201;2024-11-12;3;Desaprobado
43864775-DAT201;2024-11-12;7;Aprobado
44886400-DAT201;2024-11-12;6;Aprobado
45670602-GEN101;2024-11-12;10;Aprobado
30300948-MKT200;2024-11-13;9;Aprobado
30370016-MKT200;2024-11-13;7;Aprobado
30469731-IA300;2024-11-13;6;Aprobado
39371126-DAT101;2024-11-13;3;Desaprobado
30898022-UX100;2024-11-14;3;Desaprobado
31271467-NEG400;2024-11-14;10;Aprobado
32085812-DAT201;2024-11-14;10;Aprobado
32200927-MKT200;2024-11-14;2;Desaprobado
36083652-DAT201;2024-11-14;4;Aprobado
36537106-MKT200;2024-11-14;3;Desaprobado
36651921-UX100;2024-11-14;4;Aprobado
41150046-DAT201;2024-11-14;3;Desaprobado
43947996-UX100;2024-11-14;7;Aprobado
44904880-DEV101;2024-11-14;9;Aprobado
45130131-GEN101;2024-11-14;2;Desaprobado
32308961-DAT101;2024-11-15;1;Desaprobado
32369229-UX100;2024-11-15;10;Aprobado
34207249-IA300;2024-11-15;8;Aprobado
34446593-UX100;2024-11-15;7;Aprobado
37275248-DAT201;2024-11-15;10;Aprobado
37915491-MKT200;2024-11-15;3;Desaprobado
39749714-UX100;2024-11-15;5;Aprobado
39924190-DAT101;2024-11-15;3;Desaprobado
43029052-GEN101;2024-11-15;10;Aprobado
45147679-DAT201;2024-11-15;7;Aprobado
45385368-NEG400;2024-11-15;5;Aprobado
30089193-MKT200;2024-11-16;8;Aprobado
32160000-IA300;2024-11-16;4;Aprobado
32480053-MKT200;2024-11-16;5;Aprobado
36380821-DAT101;2024-11-16;6;Aprobado
42221418-UX100;2024-11-16;2;Desaprobado
35718936-DAT101;2024-11-17;9;Aprobado
37012198-NEG400;2024-11-17;6;Aprobado
37678418-MKT200;2024-11-17;2;Desaprobado
38542906-DEV101;2024-11-17;2;Desaprobado
43062304-MKT200;2024-11-17;2;Desaprobado
43802935-DEV101;2024-11-17;9;Aprobado
44412440-DAT101;2024-11-17;4;Aprobado
32556008-UX100;2024-11-18;2;Desaprobado
34758464-MKT200;2024-11-18;1;Desaprobado
35810239-DAT201;2024-11-18;5;Aprobado
40358012-NEG400;2024-11-18;9;Aprobado
41511282-DEV101;2024-11-18;9;Aprobado
42826422-MKT200;2024-11-18;10;Aprobado
33693959-NEG400;2024-11-19;4;Aprobado
34077479-UX100;2024-11-19;9;Aprobado
36377876-NEG400;2024-11-19;8;Aprobado
37080082-NEG400;2024-11-19;8;Aprobado
37253616-UX100;2024-11-19;2;Desaprobado
37604035-MKT200;2024-11-19;4;Aprobado
38129607-DAT101;2024-11-19;4;Aprobado
40626532-DAT201;2024-11-19;7;Aprobado
41824986-DEV101;2024-11-19;3;Desaprobado
42826422-IA300;2024-11-19;10;Aprobado
45170259-DAT201;2024-11-19;10;Aprobado
34218122-DAT101;2024-11-20;7;Aprobado
36098117-IA300;2024-11-20;10;Aprobado
42789411-NEG400;2024-11-20;2;Desaprobado
44870664-DAT101;2024-11-20;3;Desaprobado
31087473-UX100;2024-11-21;8;Aprobado
31723879-MKT200;2024-11-21;2;Desaprobado
32160000-DAT201;2024-11-21;8;Aprobado
33076159-DAT201;2024-11-21;7;Aprobado
33693959-DAT201;2024-11-21;3;Desaprobado
35891432-DAT101;2024-11-21;8;Aprobado
36847519-GEN101;2024-11-21;1;Desaprobado
39129106-DAT101;2024-11-21;3;Desaprobado
40988877-DEV101;2024-11-21;6;Aprobado
42221418-UX100;2024-11-21;1;Desaprobado
42331291-DEV101;2024-11-21;4;Aprobado
31162466-MKT200;2024-11-22;6;Aprobado
34508314-UX100;2024-11-22;8;Aprobado
35810239-MKT200;2024-11-22;1;Desaprobado
36163868-DAT101;2024-11-22;5;Aprobado
40069107-GEN101;2024-11-22;3;Desaprobado
41597245-NEG400;2024-11-22;9;Aprobado
41950086-DAT101;2024-11-22;1;Desaprobado
43978117-IA300;2024-11-22;9;Aprobado
31725100-UX100;2024-11-23;2;Desaprobado
32659067-MKT200;2024-11-23;9;Aprobado
33696189-DEV101;2024-11-23;2;Desaprobado
35517461-NEG400;2024-11-23;9;Aprobado
36629400-MKT200;2024-11-23;3;Desaprobado
41402719-NEG400;2024-11-23;9;Aprobado
43088662-NEG400;2024-11-23;4;Aprobado
44436801-GEN101;2024-11-23;4;Aprobado
30542692-GEN101;2024-11-24;2;Desaprobado
32991581-DAT101;2024-11-24;1;Desaprobado
33436656-DAT201;2024-11-24;9;Aprobado
33541682-DAT201;2024-11-24;4;Aprobado
35740137-DAT101;2024-11-24;9;Aprobado
37682475-DAT101;2024-11-24;1;Desaprobado
44141804-MKT200;2024-11-24;7;Aprobado
44594931-DAT201;2024-11-24;9;Aprobado
32443281-GEN101;2024-11-25;5;Aprobado
32902968-NEG400;2024-11-25;10;Aprobado
