"ID_Evaluacion","ID_Inscripcion","Fecha_Lista","Nota","Estado","ERROR"
"45842940_NEG-400_2024-1_2024-05-06","45842940_NEG-400_2024-1","2024-05-06","6","Aprobado","storage limit exceeded"
"31821525_DAT-201_2024-1_2024-05-06","31821525_DAT-201_2024-1","2024-05-06","1","Desaprobado","storage limit exceeded"
"35579453_DAT-201_2024-1_2024-05-06","35579453_DAT-201_2024-1","2024-05-06","5","Aprobado","storage limit exceeded"
"43904609_NEG-400_2024-1_2024-05-06","43904609_NEG-400_2024-1","2024-05-06","4","Aprobado","storage limit exceeded"
"34070539_GEN-101_2024-1_2024-05-06","34070539_GEN-101_2024-1","2024-05-06","9","Aprobado","storage limit exceeded"
"37054065_DEV-101_2024-1_2024-05-06","37054065_DEV-101_2024-1","2024-05-06","1","Desaprobado","storage limit exceeded"
"38622234_DAT-201_2024-1_2024-05-06","38622234_DAT-201_2024-1","2024-05-06","10","Aprobado","storage limit exceeded"
"31800702_GEN-101_2024-1_2024-05-07","31800702_GEN-101_2024-1","2024-05-07","10","Aprobado","storage limit exceeded"
"34631318_DEV-101_2024-1_2024-05-07","34631318_DEV-101_2024-1","2024-05-07","1","Desaprobado","storage limit exceeded"
"45181550_UX-100_2024-1_2024-05-07","45181550_UX-100_2024-1","2024-05-07","3","Desaprobado","storage limit exceeded"
"45385368_DAT-201_2024-1_2024-05-07","45385368_DAT-201_2024-1","2024-05-07","6","Aprobado","storage limit exceeded"
"40818237_GEN-101_2024-1_2024-05-07","40818237_GEN-101_2024-1","2024-05-07","10","Aprobado","storage limit exceeded"
"45426738_NEG-400_2024-1_2024-05-07","45426738_NEG-400_2024-1","2024-05-07","7","Aprobado","storage limit exceeded"
"45171795_DEV-101_2024-1_2024-05-07","45171795_DEV-101_2024-1","2024-05-07","6","Aprobado","storage limit exceeded"
"35543489_UX-100_2024-1_2024-05-07","35543489_UX-100_2024-1","2024-05-07","1","Desaprobado","storage limit exceeded"
"40776019_GEN-101_2024-1_2024-05-07","40776019_GEN-101_2024-1","2024-05-07","4","Aprobado","storage limit exceeded"
"43771658_DAT-201_2024-1_2024-05-07","43771658_DAT-201_2024-1","2024-05-07","6","Aprobado","storage limit exceeded"
"34715773_DEV-101_2024-1_2024-05-07","34715773_DEV-101_2024-1","2024-05-07","1","Desaprobado","storage limit exceeded"
"43695456_MKT-200_2024-1_2024-05-07","43695456_MKT-200_2024-1","2024-05-07","9","Aprobado","storage limit exceeded"
"32151241_UX-100_2024-1_2024-05-08","32151241_UX-100_2024-1","2024-05-08","2","Desaprobado","storage limit exceeded"
"33130984_DAT-101_2024-1_2024-05-08","33130984_DAT-101_2024-1","2024-05-08","10","Aprobado","storage limit exceeded"
"42280040_NEG-400_2024-1_2024-05-08","42280040_NEG-400_2024-1","2024-05-08","4","Aprobado","storage limit exceeded"
"31263287_UX-100_2024-1_2024-05-08","31263287_UX-100_2024-1","2024-05-08","1","Desaprobado","storage limit exceeded"
"35155411_DAT-201_2024-1_2024-05-08","35155411_DAT-201_2024-1","2024-05-08","6","Aprobado","storage limit exceeded"
"35325959_MKT-200_2024-1_2024-05-09","35325959_MKT-200_2024-1","2024-05-09","5","Aprobado","storage limit exceeded"
"39402003_DAT-101_2024-1_2024-05-09","39402003_DAT-101_2024-1","2024-05-09","4","Aprobado","storage limit exceeded"
"37083223_DAT-101_2024-1_2024-05-09","37083223_DAT-101_2024-1","2024-05-09","1","Desaprobado","storage limit exceeded"
"32259990_IA-300_2024-1_2024-05-09","32259990_IA-300_2024-1","2024-05-09","9","Aprobado","storage limit exceeded"
"44780393_NEG-400_2024-1_2024-05-09","44780393_NEG-400_2024-1","2024-05-09","4","Aprobado","storage limit exceeded"
"33506985_UX-100_2024-1_2024-05-09","33506985_UX-100_2024-1","2024-05-09","8","Aprobado","storage limit exceeded"
"42576713_DAT-101_2024-1_2024-05-09","42576713_DAT-101_2024-1","2024-05-09","6","Aprobado","storage limit exceeded"
"39856178_DAT-101_2024-1_2024-05-09","39856178_DAT-101_2024-1","2024-05-09","3","Desaprobado","storage limit exceeded"
"43010564_DAT-201_2024-1_2024-05-09","43010564_DAT-201_2024-1","2024-05-09","2","Desaprobado","storage limit exceeded"
"30339434_DAT-201_2024-1_2024-05-09","30339434_DAT-201_2024-1","2024-05-09","2","Desaprobado","storage limit exceeded"
"33130984_DAT-201_2024-1_2024-05-09","33130984_DAT-201_2024-1","2024-05-09","9","Aprobado","storage limit exceeded"
"40133866_NEG-400_2024-1_2024-05-09","40133866_NEG-400_2024-1","2024-05-09","5","Aprobado","storage limit exceeded"
"42799422_DAT-201_2024-1_2024-05-09","42799422_DAT-201_2024-1","2024-05-09","9","Aprobado","storage limit exceeded"
"38162732_NEG-400_2024-1_2024-05-09","38162732_NEG-400_2024-1","2024-05-09","9","Aprobado","storage limit exceeded"
"31868622_MKT-200_2024-1_2024-05-09","31868622_MKT-200_2024-1","2024-05-09","1","Desaprobado","storage limit exceeded"
"39216162_MKT-200_2024-1_2024-05-10","39216162_MKT-200_2024-1","2024-05-10","3","Desaprobado","storage limit exceeded"
"30365765_GEN-101_2024-1_2024-05-10","30365765_GEN-101_2024-1","2024-05-10","1","Desaprobado","storage limit exceeded"
"31370404_IA-300_2024-1_2024-05-10","31370404_IA-300_2024-1","2024-05-10","10","Aprobado","storage limit exceeded"
"44536877_DAT-201_2024-1_2024-05-10","44536877_DAT-201_2024-1","2024-05-10","2","Desaprobado","storage limit exceeded"
"38481398_NEG-400_2024-1_2024-05-10","38481398_NEG-400_2024-1","2024-05-10","4","Aprobado","storage limit exceeded"
"39579403_UX-100_2024-1_2024-05-10","39579403_UX-100_2024-1","2024-05-10","8","Aprobado","storage limit exceeded"
"37550168_IA-300_2024-1_2024-05-10","37550168_IA-300_2024-1","2024-05-10","2","Desaprobado","storage limit exceeded"
"39691054_UX-100_2024-1_2024-05-10","39691054_UX-100_2024-1","2024-05-10","3","Desaprobado","storage limit exceeded"
"34529542_DAT-101_2024-1_2024-05-10","34529542_DAT-101_2024-1","2024-05-10","10","Aprobado","storage limit exceeded"
"34255143_DEV-101_2024-1_2024-05-10","34255143_DEV-101_2024-1","2024-05-10","9","Aprobado","storage limit exceeded"
"41943395_DAT-101_2024-1_2024-05-10","41943395_DAT-101_2024-1","2024-05-10","2","Desaprobado","storage limit exceeded"
"44886400_DEV-101_2024-1_2024-05-10","44886400_DEV-101_2024-1","2024-05-10","4","Aprobado","storage limit exceeded"
"45402891_UX-100_2024-1_2024-05-11","45402891_UX-100_2024-1","2024-05-11","1","Desaprobado","storage limit exceeded"
"33838303_GEN-101_2024-1_2024-05-11","33838303_GEN-101_2024-1","2024-05-11","7","Aprobado","storage limit exceeded"
"31800702_DEV-101_2024-1_2024-05-11","31800702_DEV-101_2024-1","2024-05-11","6","Aprobado","storage limit exceeded"
"39001607_DAT-201_2024-1_2024-05-11","39001607_DAT-201_2024-1","2024-05-11","2","Desaprobado","storage limit exceeded"
"30619113_GEN-101_2024-1_2024-05-11","30619113_GEN-101_2024-1","2024-05-11","7","Aprobado","storage limit exceeded"
"37849139_DAT-101_2024-1_2024-05-11","37849139_DAT-101_2024-1","2024-05-11","4","Aprobado","storage limit exceeded"
"34636803_IA-300_2024-1_2024-05-11","34636803_IA-300_2024-1","2024-05-11","10","Aprobado","storage limit exceeded"
"40578248_IA-300_2024-1_2024-05-12","40578248_IA-300_2024-1","2024-05-12","4","Aprobado","storage limit exceeded"
"42677307_GEN-101_2024-1_2024-05-12","42677307_GEN-101_2024-1","2024-05-12","7","Aprobado","storage limit exceeded"
"31061893_IA-300_2024-1_2024-05-12","31061893_IA-300_2024-1","2024-05-12","5","Aprobado","storage limit exceeded"
"37706458_MKT-200_2024-1_2024-05-12","37706458_MKT-200_2024-1","2024-05-12","4","Aprobado","storage limit exceeded"
"36514168_DEV-101_2024-1_2024-05-12","36514168_DEV-101_2024-1","2024-05-12","10","Aprobado","storage limit exceeded"
"33444595_DAT-201_2024-1_2024-05-12","33444595_DAT-201_2024-1","2024-05-12","8","Aprobado","storage limit exceeded"
"37949128_IA-300_2024-1_2024-05-13","37949128_IA-300_2024-1","2024-05-13","8","Aprobado","storage limit exceeded"
"42208457_DAT-101_2024-1_2024-05-13","42208457_DAT-101_2024-1","2024-05-13","9","Aprobado","storage limit exceeded"
"37253616_DAT-201_2024-1_2024-05-13","37253616_DAT-201_2024-1","2024-05-13","4","Aprobado","storage limit exceeded"
"32808702_UX-100_2024-1_2024-05-13","32808702_UX-100_2024-1","2024-05-13","1","Desaprobado","storage limit exceeded"
"30782743_IA-300_2024-1_2024-05-13","30782743_IA-300_2024-1","2024-05-13","2","Desaprobado","storage limit exceeded"
"39001607_UX-100_2024-1_2024-05-13","39001607_UX-100_2024-1","2024-05-13","10","Aprobado","storage limit exceeded"
"34864189_GEN-101_2024-1_2024-05-13","34864189_GEN-101_2024-1","2024-05-13","7","Aprobado","storage limit exceeded"
"38724522_UX-100_2024-1_2024-05-14","38724522_UX-100_2024-1","2024-05-14","8","Aprobado","storage limit exceeded"
"33857648_DAT-101_2024-1_2024-05-14","33857648_DAT-101_2024-1","2024-05-14","2","Desaprobado","storage limit exceeded"
"35471829_DEV-101_2024-1_2024-05-14","35471829_DEV-101_2024-1","2024-05-14","2","Desaprobado","storage limit exceeded"
"40051444_GEN-101_2024-1_2024-05-14","40051444_GEN-101_2024-1","2024-05-14","6","Aprobado","storage limit exceeded"
"36369209_DAT-201_2024-1_2024-05-15","36369209_DAT-201_2024-1","2024-05-15","5","Aprobado","storage limit exceeded"
"44912505_IA-300_2024-1_2024-05-15","44912505_IA-300_2024-1","2024-05-15","6","Aprobado","storage limit exceeded"
"32864447_NEG-400_2024-1_2024-05-15","32864447_NEG-400_2024-1","2024-05-15","8","Aprobado","storage limit exceeded"
"35891432_IA-300_2024-1_2024-05-15","35891432_IA-300_2024-1","2024-05-15","4","Aprobado","storage limit exceeded"
"31868622_MKT-200_2024-1_2024-05-15","31868622_MKT-200_2024-1","2024-05-15","2","Desaprobado","storage limit exceeded"
"43991901_DAT-101_2024-1_2024-05-15","43991901_DAT-101_2024-1","2024-05-15","9","Aprobado","storage limit exceeded"
"42576713_DEV-101_2024-1_2024-05-15","42576713_DEV-101_2024-1","2024-05-15","10","Aprobado","storage limit exceeded"
"43105183_IA-300_2024-1_2024-05-15","43105183_IA-300_2024-1","2024-05-15","9","Aprobado","storage limit exceeded"
"33696189_GEN-101_2024-1_2024-05-15","33696189_GEN-101_2024-1","2024-05-15","9","Aprobado","storage limit exceeded"
"44775708_IA-300_2024-1_2024-05-15","44775708_IA-300_2024-1","2024-05-15","1","Desaprobado","storage limit exceeded"
"41848705_DAT-201_2024-1_2024-05-16","41848705_DAT-201_2024-1","2024-05-16","7","Aprobado","storage limit exceeded"
"38114009_DEV-101_2024-1_2024-05-16","38114009_DEV-101_2024-1","2024-05-16","10","Aprobado","storage limit exceeded"
"33488611_UX-100_2024-1_2024-05-16","33488611_UX-100_2024-1","2024-05-16","3","Desaprobado","storage limit exceeded"
"36286352_NEG-400_2024-1_2024-05-16","36286352_NEG-400_2024-1","2024-05-16","5","Aprobado","storage limit exceeded"
"41065435_GEN-101_2024-1_2024-05-16","41065435_GEN-101_2024-1","2024-05-16","1","Desaprobado","storage limit exceeded"
"41594052_UX-100_2024-1_2024-05-16","41594052_UX-100_2024-1","2024-05-16","3","Desaprobado","storage limit exceeded"
"39129106_DAT-201_2024-1_2024-05-16","39129106_DAT-201_2024-1","2024-05-16","9","Aprobado","storage limit exceeded"
"43539600_GEN-101_2024-1_2024-05-16","43539600_GEN-101_2024-1","2024-05-16","8","Aprobado","storage limit exceeded"
"42576713_UX-100_2024-1_2024-05-16","42576713_UX-100_2024-1","2024-05-16","1","Desaprobado","storage limit exceeded"
"39264124_DEV-101_2024-1_2024-05-17","39264124_DEV-101_2024-1","2024-05-17","4","Aprobado","storage limit exceeded"
"35965210_UX-100_2024-1_2024-05-17","35965210_UX-100_2024-1","2024-05-17","6","Aprobado","storage limit exceeded"
"45298142_DEV-101_2024-1_2024-05-17","45298142_DEV-101_2024-1","2024-05-17","8","Aprobado","storage limit exceeded"
"35915416_IA-300_2024-1_2024-05-17","35915416_IA-300_2024-1","2024-05-17","8","Aprobado","storage limit exceeded"
"30126752_GEN-101_2024-1_2024-05-17","30126752_GEN-101_2024-1","2024-05-17","9","Aprobado","storage limit exceeded"
"34265698_MKT-200_2024-1_2024-05-18","34265698_MKT-200_2024-1","2024-05-18","7","Aprobado","storage limit exceeded"
"41111676_NEG-400_2024-1_2024-05-18","41111676_NEG-400_2024-1","2024-05-18","7","Aprobado","storage limit exceeded"
"40105729_MKT-200_2024-1_2024-05-18","40105729_MKT-200_2024-1","2024-05-18","1","Desaprobado","storage limit exceeded"
"40579606_UX-100_2024-1_2024-05-18","40579606_UX-100_2024-1","2024-05-18","7","Aprobado","storage limit exceeded"
"43978117_DAT-101_2024-1_2024-05-18","43978117_DAT-101_2024-1","2024-05-18","2","Desaprobado","storage limit exceeded"
"32556008_DAT-101_2024-1_2024-05-18","32556008_DAT-101_2024-1","2024-05-18","2","Desaprobado","storage limit exceeded"
"36362413_DAT-101_2024-1_2024-05-18","36362413_DAT-101_2024-1","2024-05-18","2","Desaprobado","storage limit exceeded"
"41003214_NEG-400_2024-1_2024-05-18","41003214_NEG-400_2024-1","2024-05-18","4","Aprobado","storage limit exceeded"
"37326359_DEV-101_2024-1_2024-05-18","37326359_DEV-101_2024-1","2024-05-18","9","Aprobado","storage limit exceeded"
"44508081_MKT-200_2024-1_2024-05-19","44508081_MKT-200_2024-1","2024-05-19","2","Desaprobado","storage limit exceeded"
"43362081_DAT-101_2024-1_2024-05-19","43362081_DAT-101_2024-1","2024-05-19","5","Aprobado","storage limit exceeded"
"42221418_NEG-400_2024-1_2024-05-19","42221418_NEG-400_2024-1","2024-05-19","2","Desaprobado","storage limit exceeded"
"30974929_MKT-200_2024-1_2024-05-19","30974929_MKT-200_2024-1","2024-05-19","7","Aprobado","storage limit exceeded"
"37347578_IA-300_2024-1_2024-05-19","37347578_IA-300_2024-1","2024-05-19","3","Desaprobado","storage limit exceeded"
"40649002_DEV-101_2024-1_2024-05-19","40649002_DEV-101_2024-1","2024-05-19","10","Aprobado","storage limit exceeded"
"33115581_DAT-201_2024-1_2024-05-19","33115581_DAT-201_2024-1","2024-05-19","2","Desaprobado","storage limit exceeded"
"39144752_IA-300_2024-1_2024-05-19","39144752_IA-300_2024-1","2024-05-19","7","Aprobado","storage limit exceeded"
"35543489_DAT-101_2024-1_2024-05-20","35543489_DAT-101_2024-1","2024-05-20","3","Desaprobado","storage limit exceeded"
"39405037_GEN-101_2024-1_2024-05-20","39405037_GEN-101_2024-1","2024-05-20","9","Aprobado","storage limit exceeded"
"41347543_GEN-101_2024-1_2024-05-20","41347543_GEN-101_2024-1","2024-05-20","6","Aprobado","storage limit exceeded"
"37831209_DEV-101_2024-1_2024-05-20","37831209_DEV-101_2024-1","2024-05-20","6","Aprobado","storage limit exceeded"
"36727365_DEV-101_2024-1_2024-05-20","36727365_DEV-101_2024-1","2024-05-20","2","Desaprobado","storage limit exceeded"
"37179608_UX-100_2024-1_2024-05-20","37179608_UX-100_2024-1","2024-05-20","4","Aprobado","storage limit exceeded"
"31399534_NEG-400_2024-1_2024-05-20","31399534_NEG-400_2024-1","2024-05-20","3","Desaprobado","storage limit exceeded"
"45090532_MKT-200_2024-1_2024-05-20","45090532_MKT-200_2024-1","2024-05-20","3","Desaprobado","storage limit exceeded"
"33221169_IA-300_2024-1_2024-05-20","33221169_IA-300_2024-1","2024-05-20","8","Aprobado","storage limit exceeded"
"35810239_IA-300_2024-1_2024-05-20","35810239_IA-300_2024-1","2024-05-20","4","Aprobado","storage limit exceeded"
"37223015_DAT-201_2024-1_2024-05-20","37223015_DAT-201_2024-1","2024-05-20","5","Aprobado","storage limit exceeded"
"34845546_DAT-101_2024-1_2024-05-20","34845546_DAT-101_2024-1","2024-05-20","5","Aprobado","storage limit exceeded"
"33049597_IA-300_2024-1_2024-05-21","33049597_IA-300_2024-1","2024-05-21","5","Aprobado","storage limit exceeded"
"37329041_IA-300_2024-1_2024-05-21","37329041_IA-300_2024-1","2024-05-21","2","Desaprobado","storage limit exceeded"
"31379964_NEG-400_2024-1_2024-05-21","31379964_NEG-400_2024-1","2024-05-21","1","Desaprobado","storage limit exceeded"
"40727710_MKT-200_2024-1_2024-05-21","40727710_MKT-200_2024-1","2024-05-21","6","Aprobado","storage limit exceeded"
"38048801_IA-300_2024-1_2024-05-21","38048801_IA-300_2024-1","2024-05-21","4","Aprobado","storage limit exceeded"
"44210932_UX-100_2024-1_2024-05-21","44210932_UX-100_2024-1","2024-05-21","10","Aprobado","storage limit exceeded"
"40338924_DAT-201_2024-1_2024-05-21","40338924_DAT-201_2024-1","2024-05-21","4","Aprobado","storage limit exceeded"
"39695989_UX-100_2024-1_2024-05-21","39695989_UX-100_2024-1","2024-05-21","1","Desaprobado","storage limit exceeded"
"41147686_DAT-101_2024-1_2024-05-21","41147686_DAT-101_2024-1","2024-05-21","2","Desaprobado","storage limit exceeded"
"34209869_IA-300_2024-1_2024-05-21","34209869_IA-300_2024-1","2024-05-21","1","Desaprobado","storage limit exceeded"
"38485886_DEV-101_2024-1_2024-05-21","38485886_DEV-101_2024-1","2024-05-21","2","Desaprobado","storage limit exceeded"
"32099618_MKT-200_2024-1_2024-05-21","32099618_MKT-200_2024-1","2024-05-21","4","Aprobado","storage limit exceeded"
"34363040_DAT-201_2024-1_2024-05-21","34363040_DAT-201_2024-1","2024-05-21","3","Desaprobado","storage limit exceeded"
"35282987_IA-300_2024-1_2024-05-22","35282987_IA-300_2024-1","2024-05-22","10","Aprobado","storage limit exceeded"
"36935055_MKT-200_2024-1_2024-05-22","36935055_MKT-200_2024-1","2024-05-22","6","Aprobado","storage limit exceeded"
"37604035_NEG-400_2024-1_2024-05-23","37604035_NEG-400_2024-1","2024-05-23","2","Desaprobado","storage limit exceeded"
"42509169_MKT-200_2024-1_2024-05-23","42509169_MKT-200_2024-1","2024-05-23","9","Aprobado","storage limit exceeded"
"43802935_DEV-101_2024-1_2024-05-23","43802935_DEV-101_2024-1","2024-05-23","6","Aprobado","storage limit exceeded"
"38726954_DAT-201_2024-1_2024-05-23","38726954_DAT-201_2024-1","2024-05-23","4","Aprobado","storage limit exceeded"
"41330737_MKT-200_2024-1_2024-05-23","41330737_MKT-200_2024-1","2024-05-23","10","Aprobado","storage limit exceeded"
"37797988_DAT-201_2024-1_2024-05-23","37797988_DAT-201_2024-1","2024-05-23","7","Aprobado","storage limit exceeded"
"35471829_DEV-101_2024-1_2024-05-23","35471829_DEV-101_2024-1","2024-05-23","9","Aprobado","storage limit exceeded"
"42024629_GEN-101_2024-1_2024-05-23","42024629_GEN-101_2024-1","2024-05-23","6","Aprobado","storage limit exceeded"
"45419981_UX-100_2024-1_2024-05-23","45419981_UX-100_2024-1","2024-05-23","9","Aprobado","storage limit exceeded"
"44370456_DAT-101_2024-1_2024-05-23","44370456_DAT-101_2024-1","2024-05-23","10","Aprobado","storage limit exceeded"
"31295512_DAT-201_2024-1_2024-05-24","31295512_DAT-201_2024-1","2024-05-24","6","Aprobado","storage limit exceeded"
"30309712_DAT-101_2024-1_2024-05-24","30309712_DAT-101_2024-1","2024-05-24","10","Aprobado","storage limit exceeded"
"35589315_DAT-201_2024-1_2024-05-24","35589315_DAT-201_2024-1","2024-05-24","10","Aprobado","storage limit exceeded"
"33074317_DEV-101_2024-1_2024-05-24","33074317_DEV-101_2024-1","2024-05-24","1","Desaprobado","storage limit exceeded"
"45090532_DEV-101_2024-1_2024-05-25","45090532_DEV-101_2024-1","2024-05-25","8","Aprobado","storage limit exceeded"
"33957369_DAT-201_2024-1_2024-05-25","33957369_DAT-201_2024-1","2024-05-25","9","Aprobado","storage limit exceeded"
"38451826_GEN-101_2024-1_2024-05-25","38451826_GEN-101_2024-1","2024-05-25","5","Aprobado","storage limit exceeded"
"38373582_GEN-101_2024-1_2024-05-25","38373582_GEN-101_2024-1","2024-05-25","5","Aprobado","storage limit exceeded"
"31922848_DEV-101_2024-1_2024-05-25","31922848_DEV-101_2024-1","2024-05-25","10","Aprobado","storage limit exceeded"
"39269288_DAT-101_2024-1_2024-05-25","39269288_DAT-101_2024-1","2024-05-25","3","Desaprobado","storage limit exceeded"
"36702199_IA-300_2024-1_2024-05-25","36702199_IA-300_2024-1","2024-05-25","6","Aprobado","storage limit exceeded"
"33630695_UX-100_2024-1_2024-05-25","33630695_UX-100_2024-1","2024-05-25","1","Desaprobado","storage limit exceeded"
"38446695_IA-300_2024-1_2024-05-25","38446695_IA-300_2024-1","2024-05-25","2","Desaprobado","storage limit exceeded"
"45039367_DAT-101_2024-1_2024-05-25","45039367_DAT-101_2024-1","2024-05-25","7","Aprobado","storage limit exceeded"
"36953747_DAT-201_2024-1_2024-05-26","36953747_DAT-201_2024-1","2024-05-26","2","Desaprobado","storage limit exceeded"
"44910143_MKT-200_2024-1_2024-05-26","44910143_MKT-200_2024-1","2024-05-26","6","Aprobado","storage limit exceeded"
"45265185_NEG-400_2024-1_2024-05-26","45265185_NEG-400_2024-1","2024-05-26","9","Aprobado","storage limit exceeded"
"44617524_DAT-101_2024-1_2024-05-26","44617524_DAT-101_2024-1","2024-05-26","1","Desaprobado","storage limit exceeded"
"39386861_DAT-201_2024-1_2024-05-26","39386861_DAT-201_2024-1","2024-05-26","3","Desaprobado","storage limit exceeded"
"33827674_UX-100_2024-1_2024-05-26","33827674_UX-100_2024-1","2024-05-26","8","Aprobado","storage limit exceeded"
"31158762_IA-300_2024-1_2024-05-26","31158762_IA-300_2024-1","2024-05-26","9","Aprobado","storage limit exceeded"
"42117900_GEN-101_2024-1_2024-05-27","42117900_GEN-101_2024-1","2024-05-27","5","Aprobado","storage limit exceeded"
"34211417_DEV-101_2024-1_2024-05-27","34211417_DEV-101_2024-1","2024-05-27","4","Aprobado","storage limit exceeded"
"36392604_IA-300_2024-1_2024-05-27","36392604_IA-300_2024-1","2024-05-27","9","Aprobado","storage limit exceeded"
"33696189_GEN-101_2024-1_2024-05-27","33696189_GEN-101_2024-1","2024-05-27","8","Aprobado","storage limit exceeded"
"43767499_DAT-201_2024-1_2024-05-27","43767499_DAT-201_2024-1","2024-05-27","4","Aprobado","storage limit exceeded"
"38218744_UX-100_2024-1_2024-05-27","38218744_UX-100_2024-1","2024-05-27","6","Aprobado","storage limit exceeded"
"36163868_IA-300_2024-1_2024-05-27","36163868_IA-300_2024-1","2024-05-27","8","Aprobado","storage limit exceeded"
"34758464_NEG-400_2024-1_2024-05-27","34758464_NEG-400_2024-1","2024-05-27","4","Aprobado","storage limit exceeded"
"42849061_GEN-101_2024-1_2024-05-27","42849061_GEN-101_2024-1","2024-05-27","2","Desaprobado","storage limit exceeded"
"31438742_DEV-101_2024-1_2024-05-28","31438742_DEV-101_2024-1","2024-05-28","6","Aprobado","storage limit exceeded"
"43270052_MKT-200_2024-1_2024-05-28","43270052_MKT-200_2024-1","2024-05-28","8","Aprobado","storage limit exceeded"
"42706367_NEG-400_2024-1_2024-05-28","42706367_NEG-400_2024-1","2024-05-28","2","Desaprobado","storage limit exceeded"
"43159265_DEV-101_2024-1_2024-05-28","43159265_DEV-101_2024-1","2024-05-28","7","Aprobado","storage limit exceeded"
"34250668_MKT-200_2024-1_2024-05-28","34250668_MKT-200_2024-1","2024-05-28","2","Desaprobado","storage limit exceeded"
"44654293_DAT-201_2024-1_2024-05-28","44654293_DAT-201_2024-1","2024-05-28","9","Aprobado","storage limit exceeded"
"41333233_DAT-101_2024-1_2024-05-28","41333233_DAT-101_2024-1","2024-05-28","3","Desaprobado","storage limit exceeded"
"30469731_GEN-101_2024-1_2024-05-28","30469731_GEN-101_2024-1","2024-05-28","1","Desaprobado","storage limit exceeded"
"33910188_NEG-400_2024-1_2024-05-28","33910188_NEG-400_2024-1","2024-05-28","1","Desaprobado","storage limit exceeded"
"37935165_MKT-200_2024-1_2024-05-29","37935165_MKT-200_2024-1","2024-05-29","3","Desaprobado","storage limit exceeded"
"34971595_IA-300_2024-1_2024-05-29","34971595_IA-300_2024-1","2024-05-29","8","Aprobado","storage limit exceeded"
"39386861_UX-100_2024-1_2024-05-29","39386861_UX-100_2024-1","2024-05-29","4","Aprobado","storage limit exceeded"
"41077276_IA-300_2024-1_2024-05-29","41077276_IA-300_2024-1","2024-05-29","5","Aprobado","storage limit exceeded"
"33630695_IA-300_2024-1_2024-05-29","33630695_IA-300_2024-1","2024-05-29","5","Aprobado","storage limit exceeded"
"31621161_IA-300_2024-1_2024-05-29","31621161_IA-300_2024-1","2024-05-29","1","Desaprobado","storage limit exceeded"
"40729905_DAT-101_2024-1_2024-05-30","40729905_DAT-101_2024-1","2024-05-30","7","Aprobado","storage limit exceeded"
"42757045_MKT-200_2024-1_2024-05-30","42757045_MKT-200_2024-1","2024-05-30","1","Desaprobado","storage limit exceeded"
"44308885_UX-100_2024-1_2024-05-30","44308885_UX-100_2024-1","2024-05-30","1","Desaprobado","storage limit exceeded"
"34092604_IA-300_2024-1_2024-05-30","34092604_IA-300_2024-1","2024-05-30","6","Aprobado","storage limit exceeded"
"35320655_DAT-201_2024-1_2024-05-30","35320655_DAT-201_2024-1","2024-05-30","7","Aprobado","storage limit exceeded"
"38164166_MKT-200_2024-1_2024-05-30","38164166_MKT-200_2024-1","2024-05-30","1","Desaprobado","storage limit exceeded"
"32971550_IA-300_2024-1_2024-05-30","32971550_IA-300_2024-1","2024-05-30","8","Aprobado","storage limit exceeded"
"30946614_MKT-200_2024-1_2024-05-30","30946614_MKT-200_2024-1","2024-05-30","9","Aprobado","storage limit exceeded"
"41829357_MKT-200_2024-1_2024-05-31","41829357_MKT-200_2024-1","2024-05-31","3","Desaprobado","storage limit exceeded"
"45417967_NEG-400_2024-1_2024-05-31","45417967_NEG-400_2024-1","2024-05-31","5","Aprobado","storage limit exceeded"
"34033433_NEG-400_2024-1_2024-05-31","34033433_NEG-400_2024-1","2024-05-31","8","Aprobado","storage limit exceeded"
"33035804_GEN-101_2024-1_2024-05-31","33035804_GEN-101_2024-1","2024-05-31","4","Aprobado","storage limit exceeded"
"34617592_MKT-200_2024-1_2024-05-31","34617592_MKT-200_2024-1","2024-05-31","10","Aprobado","storage limit exceeded"
"36855486_MKT-200_2024-1_2024-05-31","36855486_MKT-200_2024-1","2024-05-31","10","Aprobado","storage limit exceeded"
"37168127_GEN-101_2024-1_2024-05-31","37168127_GEN-101_2024-1","2024-05-31","8","Aprobado","storage limit exceeded"
"40513724_DAT-201_2024-1_2024-05-31","40513724_DAT-201_2024-1","2024-05-31","7","Aprobado","storage limit exceeded"
"32196825_IA-300_2024-1_2024-05-31","32196825_IA-300_2024-1","2024-05-31","4","Aprobado","storage limit exceeded"
"33541682_IA-300_2024-1_2024-06-01","33541682_IA-300_2024-1","2024-06-01","5","Aprobado","storage limit exceeded"
"36489803_UX-100_2024-1_2024-06-01","36489803_UX-100_2024-1","2024-06-01","1","Desaprobado","storage limit exceeded"
"43315303_MKT-200_2024-1_2024-06-01","43315303_MKT-200_2024-1","2024-06-01","1","Desaprobado","storage limit exceeded"
"44047721_DAT-201_2024-1_2024-06-01","44047721_DAT-201_2024-1","2024-06-01","4","Aprobado","storage limit exceeded"
"42024629_DEV-101_2024-1_2024-06-02","42024629_DEV-101_2024-1","2024-06-02","3","Desaprobado","storage limit exceeded"
"40980648_DAT-201_2024-1_2024-06-02","40980648_DAT-201_2024-1","2024-06-02","4","Aprobado","storage limit exceeded"
"32357600_GEN-101_2024-1_2024-06-02","32357600_GEN-101_2024-1","2024-06-02","5","Aprobado","storage limit exceeded"
